,Method,Subject,Accelorometer Axis,Average Degree,Network Diameter,Average Path Length,Activity,Body Part
1293,HVG,10,y,3.783203125,109,35.52408663,Walking,shin
1294,NVG,10,z,8.583984375,14,5.658178305,Walking,shin
1295,HVG,10,z,3.953125,22,9.357935453,Walking,shin
1296,NVG,10,x,6.525390625,137,46.82174632,Running,shin
1297,HVG,10,x,3.724609375,141,48.81378108,Running,shin
1298,NVG,10,y,5.009765625,319,105.129479,Running,shin
1299,HVG,10,y,3.365234375,323,105.906208,Running,shin
1300,NVG,10,z,9.611328125,21,7.712241493,Running,shin
1301,HVG,10,z,3.953125,28,12.22030983,Running,shin
1302,NVG,10,x,10.8828125,41,15.08045997,Climbing Up,shin
1303,HVG,10,x,3.904296875,51,18.77822772,Climbing Up,shin
1304,NVG,10,y,10.83398438,43,14.89034816,Climbing Up,shin
1305,HVG,10,y,3.904296875,52,18.05530418,Climbing Up,shin
1306,NVG,10,z,9.015625,9,4.192622419,Climbing Up,shin
1307,HVG,10,z,3.958984375,21,8.57965237,Climbing Up,shin
1308,NVG,10,x,9.115234375,17,6.897377887,Climbing Down,shin
1309,HVG,10,x,3.947265625,28,11.07877604,Climbing Down,shin
1310,NVG,10,y,9.23828125,70,24.45566998,Climbing Down,shin
1311,HVG,10,y,3.84765625,80,27.57870731,Climbing Down,shin
1312,NVG,10,z,9.19921875,12,4.949237842,Climbing Down,shin
1313,HVG,10,z,3.962890625,19,8.449159564,Climbing Down,shin
1314,NVG,11,x,11.265625,19,6.492378421,Walking,shin
1315,HVG,11,x,3.94921875,28,12.81083708,Walking,shin
1316,NVG,11,y,12.91015625,73,23.3298662,Walking,shin
1317,HVG,11,y,3.8515625,78,27.69629574,Walking,shin
1318,NVG,11,z,9.080078125,10,4.47959624,Walking,shin
1319,HVG,11,z,3.96484375,21,9.782277157,Walking,shin
1320,NVG,11,x,8.333984375,88,31.51880384,Running,shin
1321,HVG,11,x,3.810546875,96,35.18833624,Running,shin
1322,NVG,11,y,7.3671875,93,32.02685308,Running,shin
1323,HVG,11,y,3.81640625,98,33.84443923,Running,shin
1324,NVG,11,z,11.8515625,11,4.420750473,Running,shin
1325,HVG,11,z,3.966796875,22,11.13713687,Running,shin
1326,NVG,11,x,12.6953125,12,5.02685881,Climbing Up,shin
1327,HVG,11,x,3.94140625,28,10.3875779,Climbing Up,shin
1328,NVG,11,y,13.65039063,20,7.395123106,Climbing Up,shin
1329,HVG,11,y,3.9375,38,11.61030288,Climbing Up,shin
1330,NVG,11,z,11.546875,10,4.194491538,Climbing Up,shin
1331,HVG,11,z,3.9453125,27,10.33445213,Climbing Up,shin
1332,NVG,11,x,8.947265625,10,4.757312286,Climbing Down,shin
1333,HVG,11,x,3.96484375,23,10.4140625,Climbing Down,shin
1334,NVG,11,y,10.66210938,24,9.581517672,Climbing Down,shin
1335,HVG,11,y,3.9453125,31,13.48698871,Climbing Down,shin
1336,NVG,11,z,8.669921875,9,4.433368463,Climbing Down,shin
1337,HVG,11,z,3.974609375,20,9.005345797,Climbing Down,shin
1338,NVG,12,x,9.1796875,25,9.585467834,Walking,shin
1339,HVG,12,x,3.92578125,37,14.0687584,Walking,shin
1340,NVG,12,y,9.859375,78,26.66790956,Walking,shin
1341,HVG,12,y,3.8359375,86,31.16600226,Walking,shin
1342,NVG,12,z,8.044921875,8,4.522414162,Walking,shin
1343,HVG,12,z,3.947265625,25,8.839731106,Walking,shin
1344,NVG,12,x,7.546875,115,39.68346965,Running,shin
1345,HVG,12,x,3.75390625,124,42.72640213,Running,shin
1346,NVG,12,y,6,197,65.23323329,Running,shin
1347,HVG,12,y,3.611328125,201,66.5594949,Running,shin
1348,NVG,12,z,8.43359375,11,5.08848439,Running,shin
1349,HVG,12,z,3.955078125,23,9.003050923,Running,shin
1350,NVG,12,x,11.66015625,15,6.170939486,Climbing Up,shin
1351,HVG,12,x,3.951171875,27,11.55868921,Climbing Up,shin
1352,NVG,12,y,11.73046875,19,6.224391725,Climbing Up,shin
1353,HVG,12,y,3.93359375,33,10.77699627,Climbing Up,shin
1354,NVG,12,z,9.712890625,10,4.256701338,Climbing Up,shin
1355,HVG,12,z,3.970703125,19,9.627415155,Climbing Up,shin
1356,NVG,12,x,8.669921875,11,5.026207768,Climbing Down,shin
1357,HVG,12,x,3.970703125,23,9.957281357,Climbing Down,shin
1358,NVG,12,y,9.685546875,32,13.18918011,Climbing Down,shin
1359,HVG,12,y,3.9296875,43,17.46192456,Climbing Down,shin
1360,NVG,12,z,8.94140625,9,4.290339764,Climbing Down,shin
1361,HVG,12,z,3.96875,24,9.331292385,Climbing Down,shin
1362,NVG,13,x,9.642578125,19,7.359380728,Walking,shin
1363,HVG,13,x,3.955078125,25,11.01392007,Walking,shin
1364,NVG,13,y,10.53710937,94,33.18979869,Walking,shin
1365,HVG,13,y,3.814453125,100,37.22280899,Walking,shin
1366,NVG,13,z,7.5234375,10,4.803942907,Walking,shin
1367,HVG,13,z,3.97265625,21,8.337398048,Walking,shin
1368,NVG,13,x,7.04296875,144,50.29783152,Running,shin
1369,HVG,13,x,3.68359375,150,53.19887127,Running,shin
1370,NVG,13,y,4.962890625,275,91.56636043,Running,shin
1371,HVG,13,y,3.4609375,275,92.26781678,Running,shin
1372,NVG,13,z,8.59375,9,4.521820397,Running,shin
1373,HVG,13,z,3.978515625,19,8.45574635,Running,shin
1374,NVG,13,x,11.40429688,18,7.70657113,Climbing Up,shin
1375,HVG,13,x,3.94140625,32,12.47153936,Climbing Up,shin
1376,NVG,13,y,12.18359375,61,21.36645436,Climbing Up,shin
1377,HVG,13,y,3.85546875,73,25.49109734,Climbing Up,shin
1378,NVG,13,z,10.54882812,10,4.204125428,Climbing Up,shin
1379,HVG,13,z,3.96484375,22,9.614195763,Climbing Up,shin
1380,NVG,13,x,8.763671875,12,5.247279371,Climbing Down,shin
1381,HVG,13,x,3.9609375,24,9.863823467,Climbing Down,shin
1382,NVG,13,y,9.759765625,45,15.64383821,Climbing Down,shin
1383,HVG,13,y,3.900390625,53,19.28587411,Climbing Down,shin
1384,NVG,13,z,8.109375,9,4.398376405,Climbing Down,shin
1385,HVG,13,z,3.958984375,22,8.309620907,Climbing Down,shin
1386,NVG,14,x,8.46484375,42,14.2560713,Walking,shin
1387,HVG,14,x,3.908203125,47,17.68165017,Walking,shin
1388,NVG,14,y,10.09375,76,26.72748274,Walking,shin
1389,HVG,14,y,3.84375,84,30.57299494,Walking,shin
1390,NVG,14,z,9.001953125,8,4.088623763,Walking,shin
1391,HVG,14,z,3.9765625,19,8.277674044,Walking,shin
1392,NVG,14,x,7.033203125,178,60.11250611,Running,shin
1393,HVG,14,x,3.640625,183,62.58826865,Running,shin
1394,NVG,14,y,4.62890625,331,113.1857874,Running,shin
1395,HVG,14,y,3.349609375,331,113.8313859,Running,shin
1396,NVG,14,z,7.947265625,10,4.664782273,Running,shin
1397,HVG,14,z,3.9765625,18,8.255183514,Running,shin
1398,NVG,14,x,10.70898438,25,9.576502169,Climbing Up,shin
1399,HVG,14,x,3.9296875,37,13.02193877,Climbing Up,shin
1400,NVG,14,y,11.38671875,79,27.35460769,Climbing Up,shin
1401,HVG,14,y,3.83203125,89,30.80185805,Climbing Up,shin
1402,NVG,14,z,9.798828125,10,4.543014571,Climbing Up,shin
1403,HVG,14,z,3.97265625,20,8.826429619,Climbing Up,shin
1404,NVG,14,x,8.099609375,55,19.63555604,Climbing Down,shin
1405,HVG,14,x,3.888671875,62,23.05045859,Climbing Down,shin
1406,NVG,14,y,7.16015625,137,47.60013632,Climbing Down,shin
1407,HVG,14,y,3.71875,144,49.82998457,Climbing Down,shin
1408,NVG,14,z,8.15234375,10,4.664434797,Climbing Down,shin
1409,HVG,14,z,3.958984375,24,8.322116706,Climbing Down,shin
1410,NVG,15,x,11.33984375,10,4.64472599,Walking,shin
1411,HVG,15,x,3.966796875,22,11.02758622,Walking,shin
1412,NVG,15,y,13.05664063,9,4.807322214,Walking,shin
1413,HVG,15,y,3.962890625,27,10.73151309,Walking,shin
1414,NVG,15,z,8.662109375,9,4.290221392,Walking,shin
1415,HVG,15,z,3.962890625,18,8.167224157,Walking,shin
1416,NVG,15,x,7.716796875,149,49.97281471,Running,shin
1417,HVG,15,x,3.689453125,158,53.60683575,Running,shin
1418,NVG,15,y,6.03125,118,40.35612934,Running,shin
1419,HVG,15,y,3.765625,120,41.64828094,Running,shin
1420,NVG,15,z,8.53515625,10,4.782523445,Running,shin
1421,HVG,15,z,3.966796875,20,8.74873801,Running,shin
1422,NVG,15,x,11.17382812,14,6.133830111,Climbing Up,shin
1423,HVG,15,x,3.962890625,25,10.8755384,Climbing Up,shin
1424,NVG,15,y,11.40234375,20,7.482284412,Climbing Up,shin
1425,HVG,15,y,3.955078125,28,11.60854449,Climbing Up,shin
1426,NVG,15,z,8.80859375,10,4.33964901,Climbing Up,shin
1427,HVG,15,z,3.970703125,21,8.996784885,Climbing Up,shin
1428,NVG,15,x,8.9609375,12,4.739709341,Climbing Down,shin
1429,HVG,15,x,3.947265625,28,11.08428985,Climbing Down,shin
1430,NVG,15,y,9.380859375,14,5.575343277,Climbing Down,shin
1431,HVG,15,y,3.958984375,28,10.26906349,Climbing Down,shin
1432,NVG,15,z,8.927734375,9,4.331689501,Climbing Down,shin
1433,HVG,15,z,3.962890625,28,10.08500962,Climbing Down,shin
1434,NVG,1,x,9.80859375,10,4.74112025,Walking,thigh
1435,HVG,1,x,3.96875,23,9.388167843,Walking,thigh
1436,NVG,1,y,9.62109375,14,6.354580966,Walking,thigh
1437,HVG,1,y,3.96484375,25,10.44713771,Walking,thigh
1438,NVG,1,z,9.013671875,10,4.793869899,Walking,thigh
1439,HVG,1,z,3.9609375,23,10.09745769,Walking,thigh
1440,NVG,1,x,9.384765625,11,4.678036031,Running,thigh
1441,HVG,1,x,3.9609375,22,9.197746747,Running,thigh
1442,NVG,1,y,8.68359375,19,8.172640594,Running,thigh
1443,HVG,1,y,3.951171875,27,10.97520314,Running,thigh
1444,NVG,1,z,6.443359375,13,5.914661993,Running,thigh
1445,HVG,1,z,3.955078125,24,9.153989492,Running,thigh
1446,NVG,1,x,9.29296875,11,4.338793683,Climbing Up,thigh
1447,HVG,1,x,3.958984375,26,11.30958272,Climbing Up,thigh
1448,NVG,1,y,9.90625,11,5.070386959,Climbing Up,thigh
1449,HVG,1,y,3.9609375,22,10.39766427,Climbing Up,thigh
1450,NVG,1,z,10.41796875,10,4.800958807,Climbing Up,thigh
1451,HVG,1,z,3.951171875,27,12.82608214,Climbing Up,thigh
1452,NVG,1,x,9.4296875,8,4.205633706,Climbing Down,thigh
1453,HVG,1,x,3.970703125,23,9.796642076,Climbing Down,thigh
1454,NVG,1,y,11.44726563,20,7.785476998,Climbing Down,thigh
1455,HVG,1,y,3.94140625,32,12.52710128,Climbing Down,thigh
1456,NVG,1,z,8.748046875,10,4.632144275,Climbing Down,thigh
1457,HVG,1,z,3.951171875,24,10.79851883,Climbing Down,thigh
1458,NVG,2,x,8.18359375,10,4.448235505,Walking,thigh
1459,HVG,2,x,3.96484375,20,8.489877352,Walking,thigh
1460,NVG,2,y,8.931640625,58,21.20775102,Walking,thigh
1461,HVG,2,y,3.875,64,23.97142672,Walking,thigh
1462,NVG,2,z,8.52734375,10,4.958820183,Walking,thigh
1463,HVG,2,z,3.966796875,20,8.734726295,Walking,thigh
1464,NVG,2,x,7.908203125,18,8.045868845,Running,thigh
1465,HVG,2,x,3.947265625,25,10.82926671,Running,thigh
1466,NVG,2,y,6.892578125,208,71.56072443,Running,thigh
1467,HVG,2,y,3.591796875,213,73.07381782,Running,thigh
1468,NVG,2,z,6.716796875,24,8.909795409,Running,thigh
1469,HVG,2,z,3.947265625,27,10.61241065,Running,thigh
1470,NVG,2,x,7.91796875,9,4.388039925,Climbing Up,thigh
1471,HVG,2,x,3.96875,18,8.279862002,Climbing Up,thigh
1472,NVG,2,y,9.68359375,35,12.07773743,Climbing Up,thigh
1473,HVG,2,y,3.92578125,40,15.3770715,Climbing Up,thigh
1474,NVG,2,z,7.955078125,11,4.761449551,Climbing Up,thigh
1475,HVG,2,z,3.951171875,23,9.202769886,Climbing Up,thigh
1476,NVG,2,x,8.375,9,4.504305276,Climbing Down,thigh
1477,HVG,2,x,3.96875,22,9.369642748,Climbing Down,thigh
1478,NVG,2,y,8.46875,51,18.6011692,Climbing Down,thigh
1479,HVG,2,y,3.88671875,58,21.51800388,Climbing Down,thigh
1480,NVG,2,z,7.48828125,10,4.707506644,Climbing Down,thigh
1481,HVG,2,z,3.966796875,19,8.260766053,Climbing Down,thigh
1482,NVG,3,x,7.611328125,10,4.449424945,Walking,thigh
1483,HVG,3,x,3.96484375,17,7.946593582,Walking,thigh
1484,NVG,3,y,9.3046875,13,5.994369731,Walking,thigh
1485,HVG,3,y,3.96875,23,10.41901118,Walking,thigh
1486,NVG,3,z,8.1953125,10,4.571437027,Walking,thigh
1487,HVG,3,z,3.955078125,24,9.592064165,Walking,thigh
1488,NVG,3,x,7.19140625,11,5.067677786,Running,thigh
1489,HVG,3,x,3.9765625,18,7.584830156,Running,thigh
1490,NVG,3,y,6.88671875,206,71.19869944,Running,thigh
1491,HVG,3,y,3.595703125,207,72.93981397,Running,thigh
1492,NVG,3,z,6.505859375,34,12.61758271,Running,thigh
1493,HVG,3,z,3.9296875,34,14.32697756,Running,thigh
1494,NVG,3,x,7.873046875,9,4.58166659,Climbing Up,thigh
1495,HVG,3,x,3.96484375,21,9.055665017,Climbing Up,thigh
1496,NVG,3,y,8.955078125,13,5.545815387,Climbing Up,thigh
1497,HVG,3,y,3.955078125,23,9.206055642,Climbing Up,thigh
1498,NVG,3,z,8.08984375,10,4.786960456,Climbing Up,thigh
1499,HVG,3,z,3.96484375,20,9.109680474,Climbing Up,thigh
1500,NVG,3,x,8.2734375,11,4.87703904,Climbing Down,thigh
1501,HVG,3,x,3.947265625,23,10.62217246,Climbing Down,thigh
1502,NVG,3,y,9.931640625,15,5.834956164,Climbing Down,thigh
1503,HVG,3,y,3.951171875,26,10.72980243,Climbing Down,thigh
1504,NVG,3,z,7.70703125,12,4.67289452,Climbing Down,thigh
1505,HVG,3,z,3.958984375,22,8.634857267,Climbing Down,thigh
1506,NVG,4,x,8.3046875,11,4.632717039,Walking,thigh
1507,HVG,4,x,3.966796875,16,8.194304435,Walking,thigh
1508,NVG,4,y,9.2578125,29,11.80574329,Walking,thigh
1509,HVG,4,y,3.94140625,39,15.24340558,Walking,thigh
1510,NVG,4,z,9.279296875,11,5.283817892,Walking,thigh
1511,HVG,4,z,3.974609375,22,10.46984398,Walking,thigh
1512,NVG,4,x,7.57421875,11,5.303204041,Running,thigh
1513,HVG,4,x,3.974609375,21,9.75172211,Running,thigh
1514,NVG,4,y,6.50390625,206,67.9122602,Running,thigh
1515,HVG,4,y,3.591796875,207,69.47606992,Running,thigh
1516,NVG,4,z,5.98046875,18,7.150942388,Running,thigh
1517,HVG,4,z,3.951171875,23,9.130154875,Running,thigh
1518,NVG,4,x,7.56640625,10,4.601226478,Climbing Up,thigh
1519,HVG,4,x,3.978515625,20,8.297056375,Climbing Up,thigh
1520,NVG,4,y,9.908203125,11,5.007382927,Climbing Up,thigh
1521,HVG,4,y,3.970703125,26,10.13378047,Climbing Up,thigh
1522,NVG,4,z,9.216796875,12,4.679939516,Climbing Up,thigh
1523,HVG,4,z,3.951171875,22,10.41866943,Climbing Up,thigh
1524,NVG,4,x,8.474609375,9,4.325268817,Climbing Down,thigh
1525,HVG,4,x,3.970703125,19,8.473209922,Climbing Down,thigh
1526,NVG,4,y,9.7421875,17,7.081412665,Climbing Down,thigh
1527,HVG,4,y,3.94921875,26,11.52297165,Climbing Down,thigh
1528,NVG,4,z,7.533203125,10,4.557545592,Climbing Down,thigh
1529,HVG,4,z,3.970703125,22,8.904865821,Climbing Down,thigh
1530,NVG,5,x,8.583984375,10,4.678171585,Walking,thigh
1531,HVG,5,x,3.966796875,19,8.906400828,Walking,thigh
1532,NVG,5,y,8.38671875,43,15.08860658,Walking,thigh
1533,HVG,5,y,3.904296875,49,17.73773712,Walking,thigh
1534,NVG,5,z,8.47265625,9,4.588467207,Walking,thigh
1535,HVG,5,z,3.96875,21,8.822634103,Walking,thigh
1536,NVG,5,x,8.658203125,37,13.60281303,Running,thigh
1537,HVG,5,x,3.919921875,42,16.31396055,Running,thigh
1538,NVG,5,y,7.56640625,159,54.2512429,Running,thigh
1539,HVG,5,y,3.681640625,163,56.032743,Running,thigh
1540,NVG,5,z,6.69921875,17,7.761006614,Running,thigh
1541,HVG,5,z,3.962890625,20,9.412972339,Running,thigh
1542,NVG,5,x,9.724609375,10,4.705566884,Climbing Up,thigh
1543,HVG,5,x,3.966796875,19,8.951152783,Climbing Up,thigh
1544,NVG,5,y,9.478515625,20,7.745822642,Climbing Up,thigh
1545,HVG,5,y,3.94921875,30,11.05400018,Climbing Up,thigh
1546,NVG,5,z,9.013671875,10,4.632043087,Climbing Up,thigh
1547,HVG,5,z,3.962890625,22,9.565018252,Climbing Up,thigh
1548,NVG,5,x,9.48046875,12,4.948269871,Climbing Down,thigh
1549,HVG,5,x,3.96484375,25,10.78245471,Climbing Down,thigh
1550,NVG,5,y,10.11914063,13,5.375190921,Climbing Down,thigh
1551,HVG,5,y,3.951171875,29,10.60351753,Climbing Down,thigh
1552,NVG,5,z,7.796875,9,4.533598332,Climbing Down,thigh
1553,HVG,5,z,3.96875,19,8.098089641,Climbing Down,thigh
1554,NVG,6,x,8.607421875,9,4.636632835,Walking,thigh
1555,HVG,6,x,3.970703125,23,10.84042988,Walking,thigh
1556,NVG,6,y,10.4375,21,8.593402523,Walking,thigh
1557,HVG,6,y,3.94140625,34,12.04237308,Walking,thigh
1558,NVG,6,z,9.232421875,9,4.573531433,Walking,thigh
1559,HVG,6,z,3.958984375,22,9.319907747,Walking,thigh
1560,NVG,6,x,7.6640625,12,5.124589519,Running,thigh
1561,HVG,6,x,3.9609375,21,8.110678993,Running,thigh
1562,NVG,6,y,8.296875,204,68.87938928,Running,thigh
1563,HVG,6,y,3.583984375,214,71.31296967,Running,thigh
1564,NVG,6,z,7.1171875,25,9.911477425,Running,thigh
1565,HVG,6,z,3.93359375,33,12.07431421,Running,thigh
1566,NVG,6,x,8.978515625,11,4.475821725,Climbing Up,thigh
1567,HVG,6,x,3.93359375,30,11.31559102,Climbing Up,thigh
1568,NVG,6,y,11.890625,16,6.939680321,Climbing Up,thigh
1569,HVG,6,y,3.943359375,33,11.46510913,Climbing Up,thigh
1570,NVG,6,z,8.74609375,9,4.137493891,Climbing Up,thigh
1571,HVG,6,z,3.9765625,21,9.712644337,Climbing Up,thigh
1572,NVG,6,x,8.90234375,11,5.020487766,Climbing Down,thigh
1573,HVG,6,x,3.953125,28,11.51137318,Climbing Down,thigh
1574,NVG,6,y,10.71679687,16,6.553662253,Climbing Down,thigh
1575,HVG,6,y,3.94921875,30,11.84345407,Climbing Down,thigh
1576,NVG,6,z,8.37890625,12,4.468501802,Climbing Down,thigh
1577,HVG,6,z,3.955078125,23,9.114524148,Climbing Down,thigh
1578,NVG,7,x,7.318359375,10,4.454400354,Walking,thigh
1579,HVG,7,x,3.974609375,17,8.063028852,Walking,thigh
1580,NVG,7,y,9.369140625,30,11.03095216,Walking,thigh
1581,HVG,7,y,3.92578125,40,14.33273384,Walking,thigh
1582,NVG,7,z,8.916015625,9,4.509206226,Walking,thigh
1583,HVG,7,z,3.970703125,24,10.51807643,Walking,thigh
1584,NVG,7,x,7.40234375,9,4.767161917,Running,thigh
1585,HVG,7,x,3.98046875,17,7.621983443,Running,thigh
1586,NVG,7,y,7.185546875,149,49.21135371,Running,thigh
1587,HVG,7,y,3.701171875,152,50.86600188,Running,thigh
1588,NVG,7,z,6.47265625,11,5.455610795,Running,thigh
1589,HVG,7,z,3.974609375,17,7.221545088,Running,thigh
1590,NVG,7,x,8.048828125,11,5.151043576,Climbing Up,thigh
1591,HVG,7,x,3.96875,23,9.389439379,Climbing Up,thigh
1592,NVG,7,y,9.294921875,18,7.392413933,Climbing Up,thigh
1593,HVG,7,y,3.9453125,26,10.70503612,Climbing Up,thigh
1594,NVG,7,z,10.02929688,9,4.3098061,Climbing Up,thigh
1595,HVG,7,z,3.962890625,25,10.87159587,Climbing Up,thigh
1596,NVG,7,x,8.369140625,11,4.798440555,Climbing Down,thigh
1597,HVG,7,x,3.95703125,24,9.314596316,Climbing Down,thigh
1598,NVG,7,y,9.177734375,15,6.785186797,Climbing Down,thigh
1599,HVG,7,y,3.958984375,26,10.45931467,Climbing Down,thigh
1600,NVG,7,z,7.798828125,8,4.350903821,Climbing Down,thigh
1601,HVG,7,z,3.978515625,19,8.237076537,Climbing Down,thigh
1602,NVG,8,x,10.3828125,13,4.639903317,Walking,thigh
1603,HVG,8,x,3.947265625,26,9.840561614,Walking,thigh
1604,NVG,8,y,9.677734375,27,9.661024942,Walking,thigh
1605,HVG,8,y,3.923828125,36,13.12163978,Walking,thigh
1606,NVG,8,z,8.7890625,8,4.313403058,Walking,thigh
1607,HVG,8,z,3.96484375,21,9.355699765,Walking,thigh
1608,NVG,8,x,8.783203125,10,4.774825498,Running,thigh
1609,HVG,8,x,3.962890625,21,9.54110154,Running,thigh
1610,NVG,8,y,8.9921875,83,29.71891419,Running,thigh
1611,HVG,8,y,3.830078125,88,32.14872006,Running,thigh
1612,NVG,8,z,8.00390625,14,5.57392664,Running,thigh
1613,HVG,8,z,3.962890625,20,8.407139693,Running,thigh
1614,NVG,8,x,8.6640625,9,4.682081653,Climbing Up,thigh
1615,HVG,8,x,3.97265625,22,10.18134852,Climbing Up,thigh
1616,NVG,8,y,10.37890625,29,10.49737292,Climbing Up,thigh
1617,HVG,8,y,3.927734375,39,13.80488988,Climbing Up,thigh
1618,NVG,8,z,7.552734375,9,4.398981626,Climbing Up,thigh
1619,HVG,8,z,3.962890625,19,8.648674242,Climbing Up,thigh
1620,NVG,8,x,10.09570313,11,5.000967971,Climbing Down,thigh
1621,HVG,8,x,3.96484375,25,10.98994227,Climbing Down,thigh
1622,NVG,8,y,9.162109375,55,18.3983745,Climbing Down,thigh
1623,HVG,8,y,3.873046875,65,21.54730266,Climbing Down,thigh
1624,NVG,8,z,8.671875,9,4.663632927,Climbing Down,thigh
1625,HVG,8,z,3.97265625,18,8.693380376,Climbing Down,thigh
1626,NVG,9,x,10.20117188,14,4.519445335,Walking,thigh
1627,HVG,9,x,3.935546875,21,9.016102303,Walking,thigh
1628,NVG,9,y,10.64453125,25,9.296439699,Walking,thigh
1629,HVG,9,y,3.947265625,32,13.11093101,Walking,thigh
1630,NVG,9,z,9.28125,10,4.703396108,Walking,thigh
1631,HVG,9,z,3.98046875,21,8.350457066,Walking,thigh
1632,NVG,9,x,7.880859375,49,19.00424036,Running,thigh
1633,HVG,9,x,3.83203125,58,21.80461495,Running,thigh
1634,NVG,9,y,6.6796875,208,70.27796997,Running,thigh
1635,HVG,9,y,3.5859375,213,72.10771017,Running,thigh
1636,NVG,9,z,6.29296875,38,14.95806413,Running,thigh
1637,HVG,9,z,3.896484375,41,16.44431207,Running,thigh
1638,NVG,9,x,8.712890625,14,4.79284656,Climbing Up,thigh
1639,HVG,9,x,3.958984375,28,9.741427633,Climbing Up,thigh
1640,NVG,9,y,11.63671875,27,9.557944618,Climbing Up,thigh
1641,HVG,9,y,3.935546875,37,13.58137257,Climbing Up,thigh
1642,NVG,9,z,7.8515625,11,5.195646612,Climbing Up,thigh
1643,HVG,9,z,3.974609375,23,8.998854472,Climbing Up,thigh
1644,NVG,9,x,8.6875,9,4.772230877,Climbing Down,thigh
1645,HVG,9,x,3.970703125,22,10.52075124,Climbing Down,thigh
1646,NVG,9,y,10.40429687,31,11.25295737,Climbing Down,thigh
1647,HVG,9,y,3.9375,38,15.42702415,Climbing Down,thigh
1648,NVG,9,z,8.337890625,8,4.375160374,Climbing Down,thigh
1649,HVG,9,z,3.95703125,22,9.146549288,Climbing Down,thigh
1650,NVG,10,x,8.544921875,11,4.854615332,Walking,thigh
1651,HVG,10,x,3.955078125,23,9.479418683,Walking,thigh
1652,NVG,10,y,7.998046875,38,12.56570366,Walking,thigh
1653,HVG,10,y,3.908203125,47,15.16829141,Walking,thigh
1654,NVG,10,z,8.52734375,10,4.583768634,Walking,thigh
1655,HVG,10,z,3.958984375,20,9.007159549,Walking,thigh
1656,NVG,10,x,7.5,9,4.953039085,Running,thigh
1657,HVG,10,x,3.962890625,18,8.551409381,Running,thigh
1658,NVG,10,y,7.111328125,234,78.34944136,Running,thigh
1659,HVG,10,y,3.541015625,237,80.15224447,Running,thigh
1660,NVG,10,z,6.310546875,40,14.52044194,Running,thigh
1661,HVG,10,z,3.921875,42,15.97860727,Running,thigh
1662,NVG,10,x,9.0234375,12,5.052215069,Climbing Up,thigh
1663,HVG,10,x,3.94921875,31,11.61460624,Climbing Up,thigh
1664,NVG,10,y,10.34765625,30,11.61781754,Climbing Up,thigh
1665,HVG,10,y,3.935546875,39,14.88263494,Climbing Up,thigh
1666,NVG,10,z,9.291015625,11,4.490068273,Climbing Up,thigh
1667,HVG,10,z,3.95703125,24,10.70683269,Climbing Up,thigh
1668,NVG,10,x,8.486328125,10,4.629931497,Climbing Down,thigh
1669,HVG,10,x,3.951171875,29,10.64645192,Climbing Down,thigh
1670,NVG,10,y,9.373046875,42,16.1670466,Climbing Down,thigh
1671,HVG,10,y,3.916015625,51,19.28935079,Climbing Down,thigh
1672,NVG,10,z,7.751953125,12,5.242141679,Climbing Down,thigh
1673,HVG,10,z,3.97265625,24,8.823943823,Climbing Down,thigh
1674,NVG,11,x,9.259765625,11,4.873172883,Walking,thigh
1675,HVG,11,x,3.95703125,23,9.912645864,Walking,thigh
1676,NVG,11,y,10.63476563,30,9.984334907,Walking,thigh
1677,HVG,11,y,3.91796875,42,12.96980198,Walking,thigh
1678,NVG,11,z,10.515625,11,4.622178183,Walking,thigh
1679,HVG,11,z,3.95703125,21,11.25655624,Walking,thigh
1680,NVG,11,x,7.970703125,10,5.10983703,Running,thigh
1681,HVG,11,x,3.974609375,20,9.302728647,Running,thigh
1682,NVG,11,y,7.36328125,124,41.14687958,Running,thigh
1683,HVG,11,y,3.740234375,131,42.99375115,Running,thigh
1684,NVG,11,z,6.876953125,8,4.541011807,Running,thigh
1685,HVG,11,z,3.978515625,16,7.793510967,Running,thigh
1686,NVG,11,x,8.85546875,9,4.461928382,Climbing Up,thigh
1687,HVG,11,x,3.962890625,22,9.961769917,Climbing Up,thigh
1688,NVG,11,y,11.88671875,19,6.890155334,Climbing Up,thigh
1689,HVG,11,y,3.943359375,36,11.27234734,Climbing Up,thigh
1690,NVG,11,z,11.54296875,9,4.171265961,Climbing Up,thigh
1691,HVG,11,z,3.96484375,26,11.96629666,Climbing Up,thigh
1692,NVG,11,x,9.046875,10,4.596401897,Climbing Down,thigh
1693,HVG,11,x,3.958984375,24,10.94394168,Climbing Down,thigh
1694,NVG,11,y,10.46484375,16,6.063695167,Climbing Down,thigh
1695,HVG,11,y,3.9375,30,11.17386249,Climbing Down,thigh
1696,NVG,11,z,9.0703125,11,4.992513975,Climbing Down,thigh
1697,HVG,11,z,3.9375,28,11.38462816,Climbing Down,thigh
1698,NVG,12,x,8.6328125,10,4.886205172,Walking,thigh
1699,HVG,12,x,3.974609375,23,9.514185453,Walking,thigh
1700,NVG,12,y,9.322265625,30,11.26667125,Walking,thigh
1701,HVG,12,y,3.9375,36,13.94165254,Walking,thigh
1702,NVG,12,z,8.712890625,10,4.707955309,Walking,thigh
1703,HVG,12,z,3.970703125,20,10.04783724,Walking,thigh
1704,NVG,12,x,7.599609375,13,5.107503971,Running,thigh
1705,HVG,12,x,3.951171875,23,8.73648468,Running,thigh
